,Genome ID,Genome Name,Species,Strain,Label,Date Inserted,Host Health,Disease,Isolation Source,Isolation Comments,Other Clinical,Comments,GenBank Accessions,NCBI Taxon ID
249,69218.21,Enterobacter cancerogenus strain FDAARGOS_232,Enterobacter cancerogenus,,HP,2018-05-25T19:11:08.204Z,Wound infection,,wound swab,,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA’s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally:  Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and PacBio sequencing platforms at the Institute for Genome Sciences at the University of Maryland (UMD-IGS). Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases.   The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.",POWA01000000,69218
250,239935.85,Akkermansia muciniphila strain GP20,Akkermansia muciniphila,GP20,NHP,2018-05-25T18:33:59.913Z,,,gut microbiota,derived and 6 mouse-derived isolates,,"Whole-genome sequenced and analyzed 39 new A. muciniphila strains, including 33 human-derived and 6 mouse-derived isolates.",PJLF01000000,239935
251,494.3,Bergeriella denitrificans strain Neisseria meningitidis,Bergeriella denitrificans,Neisseria meningitidis,NHP,2018-01-01T07:57:07.282Z,,,Nottingham,,host_health_state:healthy,"The study contains 542 isolates collected from University of Nottingham students in September, November and March of 2009-2010 and 2015-2016. The 2009-2010 carriage study contain 196 isolates of both serogroup B and Y strains. The 2015-2016 carriage study contains 346 isolates of various serogroups.",OAEI01000000,494
252,496.4,Neisseria macacae strain Neisseria meningitidis,Neisseria macacae,Neisseria meningitidis,NHP,2018-01-01T07:57:02.775Z,,,Nottingham,,host_health_state:healthy,"The study contains 542 isolates collected from University of Nottingham students in September, November and March of 2009-2010 and 2015-2016. The 2009-2010 carriage study contain 196 isolates of both serogroup B and Y strains. The 2015-2016 carriage study contains 346 isolates of various serogroups.",OAEH01000000,496
253,492.6,Neisseria animalis strain Neisseria meningitidis,Neisseria animalis,Neisseria meningitidis,NHP,2018-01-01T07:56:49.181Z,,,Nottingham,,host_health_state:healthy,"The study contains 542 isolates collected from University of Nottingham students in September, November and March of 2009-2010 and 2015-2016. The 2009-2010 carriage study contain 196 isolates of both serogroup B and Y strains. The 2015-2016 carriage study contains 346 isolates of various serogroups.",OAEK01000000,492
254,498.4,Psychrobacter immobilis strain Neisseria meningitidis,Psychrobacter immobilis,Neisseria meningitidis,NHP,2018-01-01T07:56:12.505Z,,,Nottingham,,host_health_state:healthy,"The study contains 542 isolates collected from University of Nottingham students in September, November and March of 2009-2010 and 2015-2016. The 2009-2010 carriage study contain 196 isolates of both serogroup B and Y strains. The 2015-2016 carriage study contains 346 isolates of various serogroups.",OAES01000000,498
255,493.6,Neisseria canis strain Neisseria meningitidis,Neisseria canis,Neisseria meningitidis,NHP,2018-01-01T07:56:10.126Z,,,Nottingham,,host_health_state:healthy,"The study contains 542 isolates collected from University of Nottingham students in September, November and March of 2009-2010 and 2015-2016. The 2009-2010 carriage study contain 196 isolates of both serogroup B and Y strains. The 2015-2016 carriage study contains 346 isolates of various serogroups.",OAEQ01000000,493
256,495.4,Neisseria elongata strain Neisseria meningitidis,Neisseria elongata,Neisseria meningitidis,NHP,2018-01-01T07:55:37.727Z,,,Nottingham,,host_health_state:healthy,"The study contains 542 isolates collected from University of Nottingham students in September, November and March of 2009-2010 and 2015-2016. The 2009-2010 carriage study contain 196 isolates of both serogroup B and Y strains. The 2015-2016 carriage study contains 346 isolates of various serogroups.",OAEN01000000,495
257,489.4,Neisseria polysaccharea strain Neisseria meningitidis,Neisseria polysaccharea,Neisseria meningitidis,NHP,2018-01-01T07:39:19.079Z,,,Nottingham,,host_health_state:healthy,"The study contains 542 isolates collected from University of Nottingham students in September, November and March of 2009-2010 and 2015-2016. The 2009-2010 carriage study contain 196 isolates of both serogroup B and Y strains. The 2015-2016 carriage study contains 346 isolates of various serogroups.",OABN01000000,489
258,488.13,Neisseria mucosa strain Neisseria meningitidis,Neisseria mucosa,Neisseria meningitidis,NHP,2018-01-01T07:24:44.511Z,,,Nottingham,,host_health_state:healthy,"The study contains 542 isolates collected from University of Nottingham students in September, November and March of 2009-2010 and 2015-2016. The 2009-2010 carriage study contain 196 isolates of both serogroup B and Y strains. The 2015-2016 carriage study contains 346 isolates of various serogroups.",FZXU01000000,488
259,418031.3,Mycobacterium sp. MHSD3,Mycobacterium sp. MHSD3,MHSD3,HP,2018-01-01T06:16:30.818Z,,,Human tissue biopsy,,,"Whole genome sequencing of clinical isolate of a rapid growing mycobacteria obtained from a human tissue biopsy (Mallorca, Spain)",NADK01000000,418031
260,2008672.3,Flavobacteriaceae bacterium UR159,Flavobacteriaceae bacterium UR159,UR159,HP,2018-01-01T02:46:16.041Z,Bloodstream infection,,blood,,,Description of Avrilella dinanensis gen. nov. sp. nov.,NIPO01000000,2008672
261,32022.592,Campylobacter jejuni subsp. jejuni strain CFSAN065358,Campylobacter jejuni,CFSAN065358,HP,2018-01-01T02:38:48.673Z,,,feces,,,Whole genome sequencing of cultured Campylobacter from FDA-CFSAN (Center for Food Safety and Applied Nutrition) for surveillance of foodborne pathogens.,PHZB01000000,32022
262,1530123.10,Acinetobacter seifertii strain MI421-133,Acinetobacter seifertii,,HP,2018-01-01T00:15:19.301Z,Sepsis,,Catheter,,,"Identification of Acinetobacter seifertii clinical isolates from Cochabamba, Bolivia",PHFF01000000,1530123
263,1891096.3,Macrococcus sp. CCM 7927,Macrococcus caseolyticus,CCM 7927,HP,2017-11-26T21:43:00.037Z,,,vaginal swab,"isolated from human clinical material in Pribram, Czech Republic",,"Macrococcus sp. isolated from human clinical material in Pribram, Czech Republic.",MJBJ01000000,1891096
264,1891097.3,Macrococcus sp. CCM 4927,Macrococcus goetzii,CCM 4927,HP,2017-11-26T21:41:34.205Z,,,swab from mycotic infection,"isolated from human clinical material in Ceske Budejovice, Czech Republic",,"Macrococcus sp. isolated from human clinical material in Ceske Budejovice, Czech Republic.",MJBI01000000,1891097
265,280145.3,Acinetobacter genomosp. 13BJ strain NR1165,Acinetobacter colistiniresistens,NR1165,HP,2017-11-25T14:32:36.218Z,,,sputum of an inpatient,isolated from sputum of an inpatient in Japan,,"Genome sequencing of Acinetobacter genomic species 13BJ/14TU, which was classified as multidrug-resistant (MDR) bacteria as showed at least resistant to four antimicrobial groups. This strain NR1165 was isolated from sputum of an inpatient in Japan.",BEVY01000000,280145
266,299766.61,Enterobacter hormaechei subsp. steigerwaltii strain TUM11059,Enterobacter hormaechei,TUM11059,HP,2017-11-24T19:15:37.870Z,,,Sputum,,,"In this study, we investigated molecular epidemiological characteristic of IMP-1-producing E. cloacae complex from 3 hospitals in Tokyo, Japan between 2007 and 2011. Phylogenetic tree of core-genome SNPs analysis of IMP-1-producing E. hormaechei ST78 showed that these isolates spread not only as intrahospital outbreak but also as regional transmission in Tokyo.",BEGE01000000,299766
267,61645.126,Enterobacter asburiae strain TUM10682,Enterobacter asburiae,TUM10682,HP,2017-11-24T19:12:46.889Z,,,Sputum,,,"In this study, we investigated molecular epidemiological characteristic of IMP-1-producing E. cloacae complex from 3 hospitals in Tokyo, Japan between 2007 and 2011. Phylogenetic tree of core-genome SNPs analysis of IMP-1-producing E. hormaechei ST78 showed that these isolates spread not only as intrahospital outbreak but also as regional transmission in Tokyo.",BEEV01000000,61645
268,29363.11,Clostridium paraputrificum strain LH058,Clostridium paraputrificum,LH058,HP,2017-11-24T17:34:55.722Z,,,Preterm infant faecal sample,,host_health_state:not applicable,This study aims to isolate Clostridium species from preterm infant gut and apply WGS to understand the virulence potential of Clostridium strains existing in preterm gut in relation to gut infection using genomic data.,OBIQ01000000,29363
269,1529.7,Clostridium cadaveris strain LH052,Clostridium cadaveris,LH052,HP,2017-11-24T17:34:31.508Z,,,Preterm infant faecal sample,,host_health_state:not applicable,This study aims to isolate Clostridium species from preterm infant gut and apply WGS to understand the virulence potential of Clostridium strains existing in preterm gut in relation to gut infection using genomic data.,OBJM01000000,1529
270,28131.16,Prevotella intermedia strain KCOM 2069,Prevotella intermedia,KCOM 2069,HP,2017-11-24T17:23:14.849Z,Endodontic infection,,endodontic infection,,,Genome sequencing of Prevotella intermedia KCOM 2069,PESN01000000,28131
271,143387.58,Fusobacterium necrophorum subsp. funduliforme strain P1_CP,Fusobacterium necrophorum,P1_CP,HP,2017-11-24T17:22:29.711Z,,,Colorectal primary tumor,derived xenographs,,"Total RNA sequencing data from primary colorectal tumors, liver metastasis and patient derived xenographs. Persistence of Fusobacterium and co-occuring anaerobic bacteria in human colorectal cancer.",NPNF01000000,143387
272,37329.6,Nocardia farcinica strain CNM20091955,Nocardia farcinica,CNM20091955,HP,2017-11-24T16:37:15.527Z,Respiratory infection,,sputum,isolated from two Cystic Fibrosis patients with high level of resistance against trimethoprim/sulfamethoxazole and linezolid,host_description:Cystic Fibrosis patient,"To a better understanding of the antimicrobial resistance background, among other characteristics of the genomes of two Nocardia farcinica strains isolated from two Cystic Fibrosis patients with high level of resistance against trimethoprim/sulfamethoxazole and linezolid.",NXEG01000000,37329
273,76859.8,Fusobacterium nucleatum subsp. animalis strain KCOM 1280 (= ChDC F318) strain KCOM 1280 (= ChDC F318) strain KCOM 1280 (= ChDC F318),Fusobacterium nucleatum,KCOM 1280 (= ChDC F318),HP,2017-11-24T16:20:33.698Z,,,Subgingival dental plaque,,,Analyzing virulence factors of Fusobacterium nucleatum subsp. animalis,NJGJ01000000,76859
274,575.13,Raoultella planticola strain FDAARGOS_283,Raoultella planticola,,HP,2017-11-24T15:30:51.771Z,Colonization,,Endotracheal aspirate,,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA’s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally: •Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. •Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and Pac Biosequencing platforms at the Institute for Genome Sciences disclaimer icon at the University of Maryland (UMD-IGS). •Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases. The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.",NJFW01000000,575
275,636.16,Edwardsiella tarda strain FDAARGOS_370,Edwardsiella tarda,FDAARGOS_370,HP,2017-11-24T15:30:14.147Z,,,blood,,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA’s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally: •Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. •Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and Pac Biosequencing platforms at the Institute for Genome Sciences disclaimer icon at the University of Maryland (UMD-IGS). •Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases. The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.",PDDV01000000,636
276,853.167,Faecalibacterium prausnitzii strain CNCM I 4575,Faecalibacterium prausnitzii,CNCM I 4575,NHP,2017-11-24T15:19:29.319Z,,,,,,This F. prausnitzii genome was extracted from fecal sample of a healthy volunteer in order to characterize it as potential probiotic bacteria in accordance with Novel Food regulatory.,NMTY01000000,853
277,670.1226,Vibrio parahaemolyticus strain MAVP-112,Vibrio parahaemolyticus,MAVP-112,HP,2017-09-29T15:32:34.601Z,gastroenteritis,,stool,,,human pathogens,MPPT00000000,670
278,539813.4,Enterobacter mori strain 800721-17,Enterobacter mori,800721-17,HP,2017-09-29T15:24:52.514Z,otitis externa,,ear canal,,,"Whole-Genome Analysis of Enterobacter mori, a Novel Human Pathogen carrying a blaIMI-2 Carbapenemase in Austria",NFZM00000000,539813
279,1503053.3,Burkholderia singularis strain LMG 28154,Burkholderia singularis,LMG 28154,HP,2017-09-29T14:24:34.202Z,cystic fibrosis,,Cystic fibrosis lung,isolate from a patient with cystic fibrosis,host_health_state:diseased,Burkholderia sp. strain LMG 28154 is an unusual isolate from a patient with cystic fibrosis. This genome project will address the unusual features of this strain.,FXAN00000000,1503053
280,2032568.3,Xanthomonadaceae bacterium NML93-0831,Xanthomonadaceae bacterium NML93-0831,NML93-0831,HP,2017-09-29T02:33:04.172Z,,,blood,,,clinical and environmental strains of Lysobacteriaceae sp. Genome sequencing and assembly,NTJF00000000,2032568
281,546367.16,Hafnia paralvei strain FDAARGOS_230,Hafnia paralvei,,HP,2017-09-29T01:45:11.704Z,Colonization,,Endotracheal aspirate,,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA’s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally: •Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. •Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and Pac Biosequencing platforms at the Institute for Genome Sciences disclaimer icon at the University of Maryland (UMD-IGS). •Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases. The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.",NWFL00000000,546367
282,439334.330,Mycobacterium avium subsp. hominissuis strain OCU466,Mycobacterium avium,OCU466,HP,2017-09-28T23:50:37.809Z,Lung disease,,sputum,,,Phylogenetic analysis of Mycobacterium avium.,LBGZ00000000,439334
283,1496.2179,Clostridioides difficile strain 6594-G/ST8,Clostridioides difficile,6594-G/ST8,HP,2017-09-28T23:26:44.731Z,Clostridium difficile infection,,stool,,,Clinical C. difficile isolates previously collected from children with C. difficile infection at a single center and previously characterized by restriction endonuclease analysis underwent whole genome sequencing. Draft genomes were analyzed to: 1. assess the genomic characteristics of the diverse array of isolates in pediatric patients; 2. assess the genomic characteristics of emerging strain DH/NAP11/106; 3. identify potential mechanisms of antibiotic resistance; and 4. identify potential modes of transmission.,MOQX00000000,1496
284,1975706.3,Streptococcus sp. FDAARGOS_256,Streptococcus sp. FDAARGOS_256,,HP,2017-09-28T22:00:26.749Z,Infection with Streptococcus mitis,,Blood,,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA’s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally: •Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. •Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and Pac Biosequencing platforms at the Institute for Genome Sciences disclaimer icon at the University of Maryland (UMD-IGS). •Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases. The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.",NTGM00000000,1975706
285,2029112.3,Comamonadaceae bacterium NML79-0751,Comamonadaceae bacterium NML79-0751,NML79-0751,HP,2017-09-28T21:50:52.948Z,,,cat bite wound,,,"Seven clinical strains of Comamonadaceae CDC Group NO-1, Genome sequencing and assembly",NSJD00000000,2029112
286,2024408.3,Neisseria sp. N95_16,Neisseria sp. N95_16,N95_16,HP,2017-09-28T21:49:18.738Z,Meningitis,,blood,,host_disease_stage:Acute fase;host_subject_id:N95_16,Whole genome sequence of a N. meningitidis isolate,NPKV00000000,2024408
287,907.14,Megasphaera elsdenii strain indica,Megasphaera elsdenii,indica,NHP,2017-09-28T21:26:47.327Z,,,the stool sample of a healthy Indian subject,isolated from the stool sample of a healthy Indian subject,,"Megasphaera elsedenii has been previously reported in the guts of ruminating animals. Its role as an animal-probiotic is being investigated, specifically from the perspective of enhancing animal productivity. Here in, we report the draft genome sequence of a M. elsedenii isolated from the stool sample of a healthy Indian subject.",NQMW00000000,907
288,168.5,Treponema pallidum subsp. pertenue strain CDC 2575,Treponema pallidum,CDC 2575,HP,2017-09-28T21:13:57.520Z,yaws,,disease,isolated in 1980 in Ghana,host_disease_stage:disease,Treponema pallidum subsp. pertenue is the causative agent of tropical disease yaws. The strain CDC2575 was isolated in 1980 in Ghana. This strain will be used for comparative analysis.,CP020366,168
289,54291.43,Raoultella ornithinolytica strain Ro25687,Raoultella ornithinolytica,Ro25687,HP,2017-09-28T21:05:35.998Z,wound infection post surgery,,wound drainage fluid,,host_disease_outcome:cure,"We report here the emergence of seven IMP-4 producing Raoultella ornithinolytica isolates from one patient. All isolates carried the blaIMP-4 carbapenemase gene, five isolates also carried blaSHV-12, four contained blaTEM and one encoded blaOXA-1. Notably, the isolate Ro25724 also expressed KPC-2 carbapenemase.",NGAG00000000,54291
290,79880.15,Bacillus clausii strain B106,Bacillus clausii,B106,HP,2017-09-28T21:05:29.242Z,,,,,,Genome analysis of Bacillus for evaluation of its health promoting and disease preventing properties,NFZO00000000,79880
291,587.41,Providencia rettgeri strain PR1,Providencia rettgeri,PR1,HP,2017-09-28T21:03:08.763Z,Foot infection,,foot,,,"We performed Illumina Whole Genome sequencing to construct draft genomes fro the blaIMP-27 containing isolates PR1, PM185, and PM187. We adittionally performed complete sequencing using Illumina and Sanger on the blaIMP-27 containing plasmids pPM187 and pPR1",NOWC00000000,587
292,400946.9,Wohlfahrtiimonas chitiniclastica strain F6516,Wohlfahrtiimonas chitiniclastica,F6516,HP,2017-09-28T20:20:44.072Z,,,foot,,,clinical isolates were sequenced for taxonomic evaluation of the Ignatzschineria and Wohlfahrtiimonas genera,NEFG00000000,400946
293,1980117.3,Ignatzschineria sp. F8392,Ignatzschineria sp. F8392,F8392,HP,2017-09-28T20:19:47.828Z,,,blood,,,clinical isolates were sequenced for taxonomic evaluation of the Ignatzschineria and Wohlfahrtiimonas genera,NEFF00000000,1980117
294,1980118.3,Wohlfahrtiimonas sp. G9077,Wohlfahrtiimonas sp. G9077,G9077,HP,2017-09-28T20:19:46.021Z,,,leg abscess,,,clinical isolates were sequenced for taxonomic evaluation of the Ignatzschineria and Wohlfahrtiimonas genera,NEFD00000000,1980118
295,2016499.3,Propionibacteriaceae bacterium NML 020265,Propionibacteriaceae bacterium NML 020265,NML 020265,HP,2017-09-28T20:14:45.436Z,,,cerebrospinal fluid,,,new genus and species of Proprionibacteriaceae from clinical samples,NMVP00000000,2016499
296,561879.32,Bacillus safensis strain Ingolstadt,Bacillus safensis,Ingolstadt,HP,2017-09-28T20:12:55.919Z,bacterial colonization after heart surgery,,pectoralis pouch,isolated from a patient with bacterial colonization after heart surgery,,Genome announcement. We report the draft genome sequence of clindamycin resistant Bacillus safensis strain Ingolstadt isolated from a patient with bacterial colonization after heart surgery.,"CM008163,NMQS00000000",561879
297,1768011.4,Sphingobacterium cellulitidis strain R-53603,Sphingobacterium cellulitidis,R-53603,HP,2017-09-28T19:57:16.087Z,cellulitis,,purulent discharge from right toe,,host_disease_outcome:recovered,"Draft genome sequences of two strains of a newly described species of Sphingobacterium, Sphingobacterium cellulitidis",NOUX00000000,1768011
298,623.294,Shigella flexneri strain FC601,Shigella flexneri,FC601,HP,2017-09-28T19:47:48.847Z,Diarrhea,,stool,,,Whole genome sequence of MDR Shigella isolated from stool specimen;many frameshifted proteins,NMXV00000000,623
299,1329.10,Streptococcus canis strain G361,Streptococcus canis,G361,HP,2017-09-28T19:34:01.813Z,,,vaginal swab,isolated from humans,,"We herewith present the draft genome sequence of the first S. canis strain (G361) isolated from humans. The patient was a 40-year-old female from Lower Saxony, Germany. The isolate was obtained from a vaginal swab; a potential medical indication is unknown.",NMRV00000000,1329
300,985002.170,Staphylococcus argenteus strain M4611,Staphylococcus argenteus,M4611,HP,2017-07-27T23:35:52.817Z,,,Soft-skin infection or carrier,,,25 genomes of S. argenteus found in Denmark.,FXWF00000000,985002
301,76258.3,Vibrio rumoiensis strain FERM P-14531,Vibrio rumoiensis,FERM P-14531,HP,2017-07-23T07:23:16.133Z,,,"marine, brackish and human origins showing Gram-negative and sodium ion requirement for the growth","isolated from marine, brackish and human origins showing Gram-negative and sodium ion requirement for the growth",,"The genus Vibrio is a large group of bacteria isolated from marine, brackish and human origins showing Gram-negative and sodium ion requirement for the growth. These bacteria are associated with host-microbe interactions in the marine ecosystem including fish/shellfish pathogenicity, mutual symbiosis with marine organisms, and make a significant contribution to nutrient cycles by mediating organic matter decomposition. Strains of the genus Vibrio also showed versatile metabolism ability. This projcet is aimed to propose new speices description of genus Vibrio.",BDSE00000000,76258
302,673372.5,Vibrio casei strain DSM 22364,Vibrio casei,DSM 22364,HP,2017-07-23T07:15:19.627Z,,,"marine, brackish and human origins showing Gram-negative and sodium ion requirement for the growth","isolated from marine, brackish and human origins showing Gram-negative and sodium ion requirement for the growth",,"The genus Vibrio is a large group of bacteria isolated from marine, brackish and human origins showing Gram-negative and sodium ion requirement for the growth. These bacteria are associated with host-microbe interactions in the marine ecosystem including fish/shellfish pathogenicity, mutual symbiosis with marine organisms, and make a significant contribution to nutrient cycles by mediating organic matter decomposition. Strains of the genus Vibrio also showed versatile metabolism ability. This projcet is aimed to propose new speices description of genus Vibrio.",BDSD00000000,673372
303,1667024.3,Vibrio algivorus strain NBRC111146,Vibrio algivorus,NBRC 111146,HP,2017-07-23T07:13:13.010Z,,,"marine, brackish and human origins showing Gram-negative and sodium ion requirement for the growth","isolated from marine, brackish and human origins showing Gram-negative and sodium ion requirement for the growth",,"The genus Vibrio is a large group of bacteria isolated from marine, brackish and human origins showing Gram-negative and sodium ion requirement for the growth. These bacteria are associated with host-microbe interactions in the marine ecosystem including fish/shellfish pathogenicity, mutual symbiosis with marine organisms, and make a significant contribution to nutrient cycles by mediating organic matter decomposition. Strains of the genus Vibrio also showed versatile metabolism ability. This projcet is aimed to propose new speices description of genus Vibrio.",BDSC00000000,1667024
304,1930558.3,Micrococcus sp. FDAARGOS_333 strain FDAARGOS_333,Micrococcus sp. FDAARGOS_333,FDAARGOS_333,HP,2017-07-23T01:16:03.613Z,Contaminant,,Peripheral blood,,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA’s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally: •Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. •Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and Pac Biosequencing platforms at the Institute for Genome Sciences disclaimer icon at the University of Maryland (UMD-IGS). •Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases. The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.",NJFJ00000000,1930558
305,2052.4,Mobiluncus mulieris strain FDAARGOS_303,Mobiluncus mulieris,FDAARGOS_303,HP,2017-07-23T01:03:27.930Z,Bacterial vaginosis,,"Vaginal secretion from patient in Seattle, WA",,host_description:College student;host_disease_outcome:Cleared infection,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA’s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally: •Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. •Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and Pac Biosequencing platforms at the Institute for Genome Sciences disclaimer icon at the University of Maryland (UMD-IGS). •Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases. The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.",NJFD00000000,2052
306,618.3,Serratia odorifera strain FDAARGOS_353,Serratia odorifera,FDAARGOS_353,HP,2017-07-23T00:57:43.786Z,,,Sputum,,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA’s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally: •Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. •Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and Pac Biosequencing platforms at the Institute for Genome Sciences disclaimer icon at the University of Maryland (UMD-IGS). •Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases. The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.",NJFR00000000,618
